Model,Molecule,Run,Config,Criterion,Score
claude_opus4.6,Arginine,2,Naive,Mechanistic Detail,3
claude_opus4.6,Arginine,2,Naive,Network Completeness,4
claude_opus4.6,Arginine,2,Naive,Prebiotic Plausibility,3
claude_opus4.6,Arginine,2,Naive,Novelty of Reactions,2
claude_opus4.6,Arginine,2,Naive,Total,22
claude_opus4.6,Arginine,3,deep_research_claude,Chemical Feasibility,6
claude_opus4.6,Arginine,3,deep_research_claude,Pathway Coherence,7
claude_opus4.6,Arginine,3,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Arginine,3,deep_research_claude,Mechanistic Detail,8
claude_opus4.6,Arginine,3,deep_research_claude,Network Completeness,9
claude_opus4.6,Arginine,3,deep_research_claude,Prebiotic Plausibility,8
claude_opus4.6,Arginine,3,deep_research_claude,Novelty of Reactions,7
claude_opus4.6,Arginine,3,deep_research_claude,Total,54
claude_opus4.6,Arginine,3,deep_research_gemini,Chemical Feasibility,9
claude_opus4.6,Arginine,3,deep_research_gemini,Pathway Coherence,9
claude_opus4.6,Arginine,3,deep_research_gemini,Environmental Consistency,9
claude_opus4.6,Arginine,3,deep_research_gemini,Mechanistic Detail,10
claude_opus4.6,Arginine,3,deep_research_gemini,Network Completeness,9
claude_opus4.6,Arginine,3,deep_research_gemini,Prebiotic Plausibility,9
claude_opus4.6,Arginine,3,deep_research_gemini,Novelty of Reactions,8
claude_opus4.6,Arginine,3,deep_research_gemini,Total,63
claude_opus4.6,Arginine,3,deep_research_gpt5.4,Chemical Feasibility,5
claude_opus4.6,Arginine,3,deep_research_gpt5.4,Pathway Coherence,6
claude_opus4.6,Arginine,3,deep_research_gpt5.4,Environmental Consistency,8
claude_opus4.6,Arginine,3,deep_research_gpt5.4,Mechanistic Detail,7
claude_opus4.6,Arginine,3,deep_research_gpt5.4,Network Completeness,8
claude_opus4.6,Arginine,3,deep_research_gpt5.4,Prebiotic Plausibility,6
claude_opus4.6,Arginine,3,deep_research_gpt5.4,Novelty of Reactions,7
claude_opus4.6,Arginine,3,deep_research_gpt5.4,Total,47
claude_opus4.6,Arginine,3,perfect_rag,Chemical Feasibility,10
claude_opus4.6,Arginine,3,perfect_rag,Pathway Coherence,10
claude_opus4.6,Arginine,3,perfect_rag,Environmental Consistency,9
claude_opus4.6,Arginine,3,perfect_rag,Mechanistic Detail,10
claude_opus4.6,Arginine,3,perfect_rag,Network Completeness,8
claude_opus4.6,Arginine,3,perfect_rag,Prebiotic Plausibility,10
claude_opus4.6,Arginine,3,perfect_rag,Novelty of Reactions,7
claude_opus4.6,Arginine,3,perfect_rag,Total,64
claude_opus4.6,Arginine,3,no_research,Chemical Feasibility,9
claude_opus4.6,Arginine,3,no_research,Pathway Coherence,10
claude_opus4.6,Arginine,3,no_research,Environmental Consistency,9
claude_opus4.6,Arginine,3,no_research,Mechanistic Detail,10
claude_opus4.6,Arginine,3,no_research,Network Completeness,10
claude_opus4.6,Arginine,3,no_research,Prebiotic Plausibility,9
claude_opus4.6,Arginine,3,no_research,Novelty of Reactions,10
claude_opus4.6,Arginine,3,no_research,Total,67
claude_opus4.6,Arginine,3,Naive,Chemical Feasibility,3
claude_opus4.6,Arginine,3,Naive,Pathway Coherence,5
claude_opus4.6,Arginine,3,Naive,Environmental Consistency,5
claude_opus4.6,Arginine,3,Naive,Mechanistic Detail,3
claude_opus4.6,Arginine,3,Naive,Network Completeness,4
claude_opus4.6,Arginine,3,Naive,Prebiotic Plausibility,4
claude_opus4.6,Arginine,3,Naive,Novelty of Reactions,4
claude_opus4.6,Arginine,3,Naive,Total,28
claude_opus4.6,Arginine,4,deep_research_claude,Chemical Feasibility,9
claude_opus4.6,Arginine,4,deep_research_claude,Pathway Coherence,9
claude_opus4.6,Arginine,4,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Arginine,4,deep_research_claude,Mechanistic Detail,10
claude_opus4.6,Arginine,4,deep_research_claude,Network Completeness,9
claude_opus4.6,Arginine,4,deep_research_claude,Prebiotic Plausibility,9
claude_opus4.6,Arginine,4,deep_research_claude,Novelty of Reactions,8
claude_opus4.6,Arginine,4,deep_research_claude,Total,63
claude_opus4.6,Arginine,4,deep_research_gemini,Chemical Feasibility,8
claude_opus4.6,Arginine,4,deep_research_gemini,Pathway Coherence,9
claude_opus4.6,Arginine,4,deep_research_gemini,Environmental Consistency,9
claude_opus4.6,Arginine,4,deep_research_gemini,Mechanistic Detail,9
claude_opus4.6,Arginine,4,deep_research_gemini,Network Completeness,9
claude_opus4.6,Arginine,4,deep_research_gemini,Prebiotic Plausibility,8
claude_opus4.6,Arginine,4,deep_research_gemini,Novelty of Reactions,9
claude_opus4.6,Arginine,4,deep_research_gemini,Total,61
claude_opus4.6,Arginine,4,deep_research_gpt5.4,Chemical Feasibility,3
claude_opus4.6,Arginine,4,deep_research_gpt5.4,Pathway Coherence,4
claude_opus4.6,Arginine,4,deep_research_gpt5.4,Environmental Consistency,8
claude_opus4.6,Arginine,4,deep_research_gpt5.4,Mechanistic Detail,4
claude_opus4.6,Arginine,4,deep_research_gpt5.4,Network Completeness,8
claude_opus4.6,Arginine,4,deep_research_gpt5.4,Prebiotic Plausibility,5
claude_opus4.6,Arginine,4,deep_research_gpt5.4,Novelty of Reactions,5
claude_opus4.6,Arginine,4,deep_research_gpt5.4,Total,37
claude_opus4.6,Arginine,4,perfect_rag,Chemical Feasibility,9
claude_opus4.6,Arginine,4,perfect_rag,Pathway Coherence,9
claude_opus4.6,Arginine,4,perfect_rag,Environmental Consistency,9
claude_opus4.6,Arginine,4,perfect_rag,Mechanistic Detail,10
claude_opus4.6,Arginine,4,perfect_rag,Network Completeness,8
claude_opus4.6,Arginine,4,perfect_rag,Prebiotic Plausibility,9
claude_opus4.6,Arginine,4,perfect_rag,Novelty of Reactions,6
claude_opus4.6,Arginine,4,perfect_rag,Total,60
claude_opus4.6,Arginine,4,no_research,Chemical Feasibility,9
claude_opus4.6,Arginine,4,no_research,Pathway Coherence,10
claude_opus4.6,Arginine,4,no_research,Environmental Consistency,8
claude_opus4.6,Arginine,4,no_research,Mechanistic Detail,10
claude_opus4.6,Arginine,4,no_research,Network Completeness,10
claude_opus4.6,Arginine,4,no_research,Prebiotic Plausibility,9
claude_opus4.6,Arginine,4,no_research,Novelty of Reactions,10
claude_opus4.6,Arginine,4,no_research,Total,66
claude_opus4.6,Arginine,4,Naive,Chemical Feasibility,2
claude_opus4.6,Arginine,4,Naive,Pathway Coherence,3
claude_opus4.6,Arginine,4,Naive,Environmental Consistency,3
claude_opus4.6,Arginine,4,Naive,Mechanistic Detail,2
claude_opus4.6,Arginine,4,Naive,Network Completeness,3
claude_opus4.6,Arginine,4,Naive,Prebiotic Plausibility,2
claude_opus4.6,Arginine,4,Naive,Novelty of Reactions,1
claude_opus4.6,Arginine,4,Naive,Total,16
claude_opus4.6,Arginine,5,deep_research_claude,Chemical Feasibility,6
claude_opus4.6,Arginine,5,deep_research_claude,Pathway Coherence,7
claude_opus4.6,Arginine,5,deep_research_claude,Environmental Consistency,8
claude_opus4.6,Arginine,5,deep_research_claude,Mechanistic Detail,6
claude_opus4.6,Arginine,5,deep_research_claude,Network Completeness,8
claude_opus4.6,Arginine,5,deep_research_claude,Prebiotic Plausibility,7
claude_opus4.6,Arginine,5,deep_research_claude,Novelty of Reactions,7
claude_opus4.6,Arginine,5,deep_research_claude,Total,49
claude_opus4.6,Arginine,5,deep_research_gemini,Chemical Feasibility,8
claude_opus4.6,Arginine,5,deep_research_gemini,Pathway Coherence,8
claude_opus4.6,Arginine,5,deep_research_gemini,Environmental Consistency,8
claude_opus4.6,Arginine,5,deep_research_gemini,Mechanistic Detail,8
claude_opus4.6,Arginine,5,deep_research_gemini,Network Completeness,8
claude_opus4.6,Arginine,5,deep_research_gemini,Prebiotic Plausibility,8
claude_opus4.6,Arginine,5,deep_research_gemini,Novelty of Reactions,7
claude_opus4.6,Arginine,5,deep_research_gemini,Total,55
claude_opus4.6,Arginine,5,deep_research_gpt5.4,Chemical Feasibility,9
claude_opus4.6,Arginine,5,deep_research_gpt5.4,Pathway Coherence,9
claude_opus4.6,Arginine,5,deep_research_gpt5.4,Environmental Consistency,8
claude_opus4.6,Arginine,5,deep_research_gpt5.4,Mechanistic Detail,8
claude_opus4.6,Arginine,5,deep_research_gpt5.4,Network Completeness,9
claude_opus4.6,Arginine,5,deep_research_gpt5.4,Prebiotic Plausibility,8
claude_opus4.6,Arginine,5,deep_research_gpt5.4,Novelty of Reactions,9
claude_opus4.6,Arginine,5,deep_research_gpt5.4,Total,60
claude_opus4.6,Arginine,5,perfect_rag,Chemical Feasibility,9
claude_opus4.6,Arginine,5,perfect_rag,Pathway Coherence,9
claude_opus4.6,Arginine,5,perfect_rag,Environmental Consistency,9
claude_opus4.6,Arginine,5,perfect_rag,Mechanistic Detail,10
claude_opus4.6,Arginine,5,perfect_rag,Network Completeness,8
claude_opus4.6,Arginine,5,perfect_rag,Prebiotic Plausibility,9
claude_opus4.6,Arginine,5,perfect_rag,Novelty of Reactions,8
claude_opus4.6,Arginine,5,perfect_rag,Total,62
claude_opus4.6,Arginine,5,no_research,Chemical Feasibility,10
claude_opus4.6,Arginine,5,no_research,Pathway Coherence,9
claude_opus4.6,Arginine,5,no_research,Environmental Consistency,8
claude_opus4.6,Arginine,5,no_research,Mechanistic Detail,9
claude_opus4.6,Arginine,5,no_research,Network Completeness,9
claude_opus4.6,Arginine,5,no_research,Prebiotic Plausibility,9
claude_opus4.6,Arginine,5,no_research,Novelty of Reactions,10
claude_opus4.6,Arginine,5,no_research,Total,64
claude_opus4.6,Arginine,5,Naive,Chemical Feasibility,2
claude_opus4.6,Arginine,5,Naive,Pathway Coherence,4
claude_opus4.6,Arginine,5,Naive,Environmental Consistency,5
claude_opus4.6,Arginine,5,Naive,Mechanistic Detail,3
claude_opus4.6,Arginine,5,Naive,Network Completeness,4
claude_opus4.6,Arginine,5,Naive,Prebiotic Plausibility,3
claude_opus4.6,Arginine,5,Naive,Novelty of Reactions,2
claude_opus4.6,Arginine,5,Naive,Total,23
claude_opus4.6,Glutamate,1,deep_research_claude,Chemical Feasibility,9
claude_opus4.6,Glutamate,1,deep_research_claude,Pathway Coherence,9
claude_opus4.6,Glutamate,1,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Glutamate,1,deep_research_claude,Mechanistic Detail,9
claude_opus4.6,Glutamate,1,deep_research_claude,Network Completeness,9
claude_opus4.6,Glutamate,1,deep_research_claude,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,1,deep_research_claude,Novelty of Reactions,9
claude_opus4.6,Glutamate,1,deep_research_claude,Total,63
claude_opus4.6,Glutamate,1,deep_research_gemini,Chemical Feasibility,8
claude_opus4.6,Glutamate,1,deep_research_gemini,Pathway Coherence,9
claude_opus4.6,Glutamate,1,deep_research_gemini,Environmental Consistency,10
claude_opus4.6,Glutamate,1,deep_research_gemini,Mechanistic Detail,9
claude_opus4.6,Glutamate,1,deep_research_gemini,Network Completeness,9
claude_opus4.6,Glutamate,1,deep_research_gemini,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,1,deep_research_gemini,Novelty of Reactions,9
claude_opus4.6,Glutamate,1,deep_research_gemini,Total,63
claude_opus4.6,Glutamate,1,deep_research_gpt5.4,Chemical Feasibility,9
claude_opus4.6,Glutamate,1,deep_research_gpt5.4,Pathway Coherence,9
claude_opus4.6,Glutamate,1,deep_research_gpt5.4,Environmental Consistency,10
claude_opus4.6,Glutamate,1,deep_research_gpt5.4,Mechanistic Detail,9
claude_opus4.6,Glutamate,1,deep_research_gpt5.4,Network Completeness,9
claude_opus4.6,Glutamate,1,deep_research_gpt5.4,Prebiotic Plausibility,10
claude_opus4.6,Glutamate,1,deep_research_gpt5.4,Novelty of Reactions,10
claude_opus4.6,Glutamate,1,deep_research_gpt5.4,Total,66
claude_opus4.6,Glutamate,1,perfect_rag,Chemical Feasibility,9
claude_opus4.6,Glutamate,1,perfect_rag,Pathway Coherence,8
claude_opus4.6,Glutamate,1,perfect_rag,Environmental Consistency,8
claude_opus4.6,Glutamate,1,perfect_rag,Mechanistic Detail,8
claude_opus4.6,Glutamate,1,perfect_rag,Network Completeness,6
claude_opus4.6,Glutamate,1,perfect_rag,Prebiotic Plausibility,8
claude_opus4.6,Glutamate,1,perfect_rag,Novelty of Reactions,8
claude_opus4.6,Glutamate,1,perfect_rag,Total,55
claude_opus4.6,Glutamate,1,no_research,Chemical Feasibility,9
claude_opus4.6,Glutamate,1,no_research,Pathway Coherence,10
claude_opus4.6,Glutamate,1,no_research,Environmental Consistency,9
claude_opus4.6,Glutamate,1,no_research,Mechanistic Detail,9
claude_opus4.6,Glutamate,1,no_research,Network Completeness,10
claude_opus4.6,Glutamate,1,no_research,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,1,no_research,Novelty of Reactions,9
claude_opus4.6,Glutamate,1,no_research,Total,65
claude_opus4.6,Glutamate,1,Naive,Chemical Feasibility,5
claude_opus4.6,Glutamate,1,Naive,Pathway Coherence,5
claude_opus4.6,Glutamate,1,Naive,Environmental Consistency,4
claude_opus4.6,Glutamate,1,Naive,Mechanistic Detail,2
claude_opus4.6,Glutamate,1,Naive,Network Completeness,3
claude_opus4.6,Glutamate,1,Naive,Prebiotic Plausibility,5
claude_opus4.6,Glutamate,1,Naive,Novelty of Reactions,2
claude_opus4.6,Glutamate,1,Naive,Total,26
claude_opus4.6,Glutamate,2,deep_research_claude,Chemical Feasibility,9
claude_opus4.6,Glutamate,2,deep_research_claude,Pathway Coherence,9
claude_opus4.6,Glutamate,2,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Glutamate,2,deep_research_claude,Mechanistic Detail,9
claude_opus4.6,Glutamate,2,deep_research_claude,Network Completeness,10
claude_opus4.6,Glutamate,2,deep_research_claude,Prebiotic Plausibility,10
claude_opus4.6,Glutamate,2,deep_research_claude,Novelty of Reactions,10
claude_opus4.6,Glutamate,2,deep_research_claude,Total,66
claude_opus4.6,Glutamate,2,deep_research_gemini,Chemical Feasibility,9
claude_opus4.6,Glutamate,2,deep_research_gemini,Pathway Coherence,9
claude_opus4.6,Glutamate,2,deep_research_gemini,Environmental Consistency,10
claude_opus4.6,Glutamate,2,deep_research_gemini,Mechanistic Detail,9
claude_opus4.6,Glutamate,2,deep_research_gemini,Network Completeness,9
claude_opus4.6,Glutamate,2,deep_research_gemini,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,2,deep_research_gemini,Novelty of Reactions,9
claude_opus4.6,Glutamate,2,deep_research_gemini,Total,64
claude_opus4.6,Glutamate,2,deep_research_gpt5.4,Chemical Feasibility,8
claude_opus4.6,Glutamate,2,deep_research_gpt5.4,Pathway Coherence,9
claude_opus4.6,Glutamate,2,deep_research_gpt5.4,Environmental Consistency,9
claude_opus4.6,Glutamate,2,deep_research_gpt5.4,Mechanistic Detail,9
claude_opus4.6,Glutamate,2,deep_research_gpt5.4,Network Completeness,9
claude_opus4.6,Glutamate,2,deep_research_gpt5.4,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,2,deep_research_gpt5.4,Novelty of Reactions,10
claude_opus4.6,Glutamate,2,deep_research_gpt5.4,Total,63
claude_opus4.6,Glutamate,2,perfect_rag,Chemical Feasibility,8
claude_opus4.6,Glutamate,2,perfect_rag,Pathway Coherence,8
claude_opus4.6,Glutamate,2,perfect_rag,Environmental Consistency,8
claude_opus4.6,Glutamate,2,perfect_rag,Mechanistic Detail,8
claude_opus4.6,Glutamate,2,perfect_rag,Network Completeness,6
claude_opus4.6,Glutamate,2,perfect_rag,Prebiotic Plausibility,8
claude_opus4.6,Glutamate,2,perfect_rag,Novelty of Reactions,9
claude_opus4.6,Glutamate,2,perfect_rag,Total,55
claude_opus4.6,Glutamate,2,no_research,Chemical Feasibility,9
claude_opus4.6,Glutamate,2,no_research,Pathway Coherence,9
claude_opus4.6,Glutamate,2,no_research,Environmental Consistency,9
claude_opus4.6,Glutamate,2,no_research,Mechanistic Detail,10
claude_opus4.6,Glutamate,2,no_research,Network Completeness,9
claude_opus4.6,Glutamate,2,no_research,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,2,no_research,Novelty of Reactions,8
claude_opus4.6,Glutamate,2,no_research,Total,63
claude_opus4.6,Glutamate,2,Naive,Chemical Feasibility,4
claude_opus4.6,Glutamate,2,Naive,Pathway Coherence,4
claude_opus4.6,Glutamate,2,Naive,Environmental Consistency,3
claude_opus4.6,Glutamate,2,Naive,Mechanistic Detail,2
claude_opus4.6,Glutamate,2,Naive,Network Completeness,2
claude_opus4.6,Glutamate,2,Naive,Prebiotic Plausibility,4
claude_opus4.6,Glutamate,2,Naive,Novelty of Reactions,2
claude_opus4.6,Glutamate,2,Naive,Total,21
claude_opus4.6,Glutamate,3,deep_research_claude,Chemical Feasibility,9
claude_opus4.6,Glutamate,3,deep_research_claude,Pathway Coherence,10
claude_opus4.6,Glutamate,3,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Glutamate,3,deep_research_claude,Mechanistic Detail,10
claude_opus4.6,Glutamate,3,deep_research_claude,Network Completeness,10
claude_opus4.6,Glutamate,3,deep_research_claude,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,3,deep_research_claude,Novelty of Reactions,10
claude_opus4.6,Glutamate,3,deep_research_claude,Total,67
claude_opus4.6,Glutamate,3,deep_research_gemini,Chemical Feasibility,9
claude_opus4.6,Glutamate,3,deep_research_gemini,Pathway Coherence,10
claude_opus4.6,Glutamate,3,deep_research_gemini,Environmental Consistency,10
claude_opus4.6,Glutamate,3,deep_research_gemini,Mechanistic Detail,9
claude_opus4.6,Glutamate,3,deep_research_gemini,Network Completeness,9
claude_opus4.6,Glutamate,3,deep_research_gemini,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,3,deep_research_gemini,Novelty of Reactions,9
claude_opus4.6,Glutamate,3,deep_research_gemini,Total,65
claude_opus4.6,Glutamate,3,deep_research_gpt5.4,Chemical Feasibility,8
claude_opus4.6,Glutamate,3,deep_research_gpt5.4,Pathway Coherence,9
claude_opus4.6,Glutamate,3,deep_research_gpt5.4,Environmental Consistency,9
claude_opus4.6,Glutamate,3,deep_research_gpt5.4,Mechanistic Detail,9
claude_opus4.6,Glutamate,3,deep_research_gpt5.4,Network Completeness,9
claude_opus4.6,Glutamate,3,deep_research_gpt5.4,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,3,deep_research_gpt5.4,Novelty of Reactions,10
claude_opus4.6,Glutamate,3,deep_research_gpt5.4,Total,63
claude_opus4.6,Glutamate,3,perfect_rag,Chemical Feasibility,8
claude_opus4.6,Glutamate,3,perfect_rag,Pathway Coherence,8
claude_opus4.6,Glutamate,3,perfect_rag,Environmental Consistency,8
claude_opus4.6,Glutamate,3,perfect_rag,Mechanistic Detail,7
claude_opus4.6,Glutamate,3,perfect_rag,Network Completeness,6
claude_opus4.6,Glutamate,3,perfect_rag,Prebiotic Plausibility,8
claude_opus4.6,Glutamate,3,perfect_rag,Novelty of Reactions,8
claude_opus4.6,Glutamate,3,perfect_rag,Total,53
claude_opus4.6,Glutamate,3,no_research,Chemical Feasibility,9
claude_opus4.6,Glutamate,3,no_research,Pathway Coherence,9
claude_opus4.6,Glutamate,3,no_research,Environmental Consistency,8
claude_opus4.6,Glutamate,3,no_research,Mechanistic Detail,9
claude_opus4.6,Glutamate,3,no_research,Network Completeness,9
claude_opus4.6,Glutamate,3,no_research,Prebiotic Plausibility,8
claude_opus4.6,Glutamate,3,no_research,Novelty of Reactions,8
claude_opus4.6,Glutamate,3,no_research,Total,60
claude_opus4.6,Glutamate,3,Naive,Chemical Feasibility,4
claude_opus4.6,Glutamate,3,Naive,Pathway Coherence,4
claude_opus4.6,Glutamate,3,Naive,Environmental Consistency,4
claude_opus4.6,Glutamate,3,Naive,Mechanistic Detail,2
claude_opus4.6,Glutamate,3,Naive,Network Completeness,3
claude_opus4.6,Glutamate,3,Naive,Prebiotic Plausibility,5
claude_opus4.6,Glutamate,3,Naive,Novelty of Reactions,2
claude_opus4.6,Glutamate,3,Naive,Total,24
claude_opus4.6,Glutamate,4,deep_research_claude,Chemical Feasibility,9
claude_opus4.6,Glutamate,4,deep_research_claude,Pathway Coherence,9
claude_opus4.6,Glutamate,4,deep_research_claude,Environmental Consistency,9
claude_opus4.6,Glutamate,4,deep_research_claude,Mechanistic Detail,9
claude_opus4.6,Glutamate,4,deep_research_claude,Network Completeness,10
claude_opus4.6,Glutamate,4,deep_research_claude,Prebiotic Plausibility,10
claude_opus4.6,Glutamate,4,deep_research_claude,Novelty of Reactions,9
claude_opus4.6,Glutamate,4,deep_research_claude,Total,65
claude_opus4.6,Glutamate,4,deep_research_gemini,Chemical Feasibility,9
claude_opus4.6,Glutamate,4,deep_research_gemini,Pathway Coherence,9
claude_opus4.6,Glutamate,4,deep_research_gemini,Environmental Consistency,10
claude_opus4.6,Glutamate,4,deep_research_gemini,Mechanistic Detail,9
claude_opus4.6,Glutamate,4,deep_research_gemini,Network Completeness,10
claude_opus4.6,Glutamate,4,deep_research_gemini,Prebiotic Plausibility,9
claude_opus4.6,Glutamate,4,deep_research_gemini,Novelty of Reactions,10
claude_opus4.6,Glutamate,4,deep_research_gemini,Total,66
claude_opus4.6,Glutamate,4,deep_research_gpt5.4,Chemical Feasibility,9
claude_opus4.6,Glutamate,4,deep_research_gpt5.4,Pathway Coherence,10
claude_opus4.6,Glutamate,4,deep_research_gpt5.4,Environmental Consistency,10
